"hersteller"|"generika"|"bag_dossier"|"swissmedic_nr"|"swissmedic_liste"|"einf_datum"|"bezeichnung"|"exf_preis"|"pub_preis"|"limitation"|"lim_pkte"|"therap_gruppe"|"substanzen"|"rec_id"|"x40_percent_selbstbehalt"|"gtin"|"atc"|"gammennummer"|"gammenbezeichnung"|"ggsl"|"preismodell"|"indikationscode"|"swissmedic_no8_parallel_imp"|"ref_biosim_code"|"letzte_preis_anderung"|"zulassungsnummer"
"Sandoz Pharmaceuticals AG"|"G"|"21312"|"67456014"|"A"|2022-02-01|"Lenalidomid Sandoz, Kaps 7.5 mg, Blist 21 Stk"|"726.28"|"806.3"|"Y"|NA|"07.16.10."|"Lenalidomidum"|"42325"|"N"|"7680674560142"|"L04AX04"|"4386"|"Lenalidomid Sandoz Oral"|"N"|NA|NA|NA|NA|2022-11-01|"67456"
"Sandoz Pharmaceuticals AG"|"G"|"21312"|"67456017"|"A"|2022-02-01|"Lenalidomid Sandoz, Kaps 10 mg, Blist 21 Stk"|"744.81"|"826.45"|"Y"|NA|"07.16.10."|"Lenalidomidum"|"42326"|"N"|"7680674560173"|"L04AX04"|"4386"|"Lenalidomid Sandoz Oral"|"N"|NA|NA|NA|NA|2022-11-01|"67456"
"Sandoz Pharmaceuticals AG"|"G"|"21312"|"67456020"|"A"|2022-02-01|"Lenalidomid Sandoz, Kaps 15 mg, Blist 21 Stk"|"782.79"|"867.75"|"Y"|NA|"07.16.10."|"Lenalidomidum"|"42327"|"N"|"7680674560203"|"L04AX04"|"4386"|"Lenalidomid Sandoz Oral"|"N"|NA|NA|NA|NA|2022-11-01|"67456"
"Sandoz Pharmaceuticals AG"|"G"|"21312"|"67456023"|"A"|2022-02-01|"Lenalidomid Sandoz, Kaps 20 mg, Blist 21 Stk"|"821.96"|"910.35"|"Y"|NA|"07.16.10."|"Lenalidomidum"|"42328"|"N"|"7680674560234"|"L04AX04"|"4386"|"Lenalidomid Sandoz Oral"|"N"|NA|NA|NA|NA|2022-11-01|"67456"
"Sandoz Pharmaceuticals AG"|"G"|"21312"|"67456026"|"A"|2022-02-01|"Lenalidomid Sandoz, Kaps 25 mg, Blist 21 Stk"|"861.14"|"952.95"|"Y"|NA|"07.16.10."|"Lenalidomidum"|"42329"|"N"|"7680674560265"|"L04AX04"|"4386"|"Lenalidomid Sandoz Oral"|"N"|NA|NA|NA|NA|2022-11-01|"67456"
"Spirig HealthCare AG"|"G"|"21384"|"67561001"|"A"|2022-02-01|"Lenalidomid Spirig HC, Kaps 2.5 mg, Blist 21 Stk"|"689.23"|"766"|"Y"|NA|"07.16.10."|"Lenalidomidum"|"42297"|"N"|"7680675610013"|"L04AX04"|"4381"|"Lenalidomid Spirig HC Oral"|"N"|NA|NA|NA|NA|2022-11-01|"67561"
"Spirig HealthCare AG"|"G"|"21384"|"67561002"|"A"|2022-02-01|"Lenalidomid Spirig HC, Kaps 5 mg, Blist 21 Stk"|"707.76"|"786.15"|"Y"|NA|"07.16.10."|"Lenalidomidum"|"42298"|"N"|"7680675610020"|"L04AX04"|"4381"|"Lenalidomid Spirig HC Oral"|"N"|NA|NA|NA|NA|2022-11-01|"67561"
"Spirig HealthCare AG"|"G"|"21384"|"67561003"|"A"|2022-02-01|"Lenalidomid Spirig HC, Kaps 7.5 mg, Blist 21 Stk"|"726.28"|"806.3"|"Y"|NA|"07.16.10."|"Lenalidomidum"|"42299"|"N"|"7680675610037"|"L04AX04"|"4381"|"Lenalidomid Spirig HC Oral"|"N"|NA|NA|NA|NA|2022-11-01|"67561"
"Spirig HealthCare AG"|"G"|"21384"|"67561004"|"A"|2022-02-01|"Lenalidomid Spirig HC, Kaps 10 mg, Blist 21 Stk"|"744.81"|"826.45"|"Y"|NA|"07.16.10."|"Lenalidomidum"|"42300"|"N"|"7680675610044"|"L04AX04"|"4381"|"Lenalidomid Spirig HC Oral"|"N"|NA|NA|NA|NA|2022-11-01|"67561"
"Spirig HealthCare AG"|"G"|"21384"|"67561005"|"A"|2022-02-01|"Lenalidomid Spirig HC, Kaps 15 mg, Blist 21 Stk"|"782.79"|"867.75"|"Y"|NA|"07.16.10."|"Lenalidomidum"|"42301"|"N"|"7680675610051"|"L04AX04"|"4381"|"Lenalidomid Spirig HC Oral"|"N"|NA|NA|NA|NA|2022-11-01|"67561"
"Spirig HealthCare AG"|"G"|"21384"|"67561006"|"A"|2022-02-01|"Lenalidomid Spirig HC, Kaps 20 mg, Blist 21 Stk"|"821.96"|"910.35"|"Y"|NA|"07.16.10."|"Lenalidomidum"|"42302"|"N"|"7680675610068"|"L04AX04"|"4381"|"Lenalidomid Spirig HC Oral"|"N"|NA|NA|NA|NA|2022-11-01|"67561"
"Spirig HealthCare AG"|"G"|"21384"|"67561007"|"A"|2022-02-01|"Lenalidomid Spirig HC, Kaps 25 mg, Blist 21 Stk"|"861.14"|"952.95"|"Y"|NA|"07.16.10."|"Lenalidomidum"|"42303"|"N"|"7680675610075"|"L04AX04"|"4381"|"Lenalidomid Spirig HC Oral"|"N"|NA|NA|NA|NA|2022-11-01|"67561"
"Viatris Pharma GmbH"|"G"|"21626"|"68557001"|"A"|2023-09-01|"Lenalidomid Viatris, Kaps 2.5 mg, Blist 21 Stk"|"689.23"|"766"|"Y"|NA|"07.16.10."|"Lenalidomidum"|"43386"|"N"|"7680685570017"|"L04AX04"|"4620"|"Lenalidomid Viatris Oral"|"N"|NA|NA|NA|NA|2023-09-01|"68557"
"Viatris Pharma GmbH"|"G"|"21626"|"68557002"|"A"|2023-09-01|"Lenalidomid Viatris, Kaps 5 mg, Blist 21 Stk"|"707.76"|"786.15"|"Y"|NA|"07.16.10."|"Lenalidomidum"|"43387"|"N"|"7680685570024"|"L04AX04"|"4620"|"Lenalidomid Viatris Oral"|"N"|NA|NA|NA|NA|2023-09-01|"68557"
"Viatris Pharma GmbH"|"G"|"21626"|"68557003"|"A"|2023-09-01|"Lenalidomid Viatris, Kaps 7.5 mg, Blist 21 Stk"|"726.28"|"806.3"|"Y"|NA|"07.16.10."|"Lenalidomidum"|"43388"|"N"|"7680685570031"|"L04AX04"|"4620"|"Lenalidomid Viatris Oral"|"N"|NA|NA|NA|NA|2023-09-01|"68557"
"Viatris Pharma GmbH"|"G"|"21626"|"68557004"|"A"|2023-09-01|"Lenalidomid Viatris, Kaps 10 mg, Blist 21 Stk"|"744.81"|"826.45"|"Y"|NA|"07.16.10."|"Lenalidomidum"|"43389"|"N"|"7680685570048"|"L04AX04"|"4620"|"Lenalidomid Viatris Oral"|"N"|NA|NA|NA|NA|2023-09-01|"68557"
"Viatris Pharma GmbH"|"G"|"21626"|"68557005"|"A"|2023-09-01|"Lenalidomid Viatris, Kaps 15 mg, Blist 21 Stk"|"782.79"|"867.75"|"Y"|NA|"07.16.10."|"Lenalidomidum"|"43390"|"N"|"7680685570055"|"L04AX04"|"4620"|"Lenalidomid Viatris Oral"|"N"|NA|NA|NA|NA|2023-09-01|"68557"
"Viatris Pharma GmbH"|"G"|"21626"|"68557006"|"A"|2023-09-01|"Lenalidomid Viatris, Kaps 20 mg, Blist 21 Stk"|"821.96"|"910.35"|"Y"|NA|"07.16.10."|"Lenalidomidum"|"43391"|"N"|"7680685570062"|"L04AX04"|"4620"|"Lenalidomid Viatris Oral"|"N"|NA|NA|NA|NA|2023-09-01|"68557"
"Viatris Pharma GmbH"|"G"|"21626"|"68557007"|"A"|2023-09-01|"Lenalidomid Viatris, Kaps 25 mg, Blist 21 Stk"|"861.14"|"952.95"|"Y"|NA|"07.16.10."|"Lenalidomidum"|"43392"|"N"|"7680685570079"|"L04AX04"|"4620"|"Lenalidomid Viatris Oral"|"N"|NA|NA|NA|NA|2023-09-01|"68557"
"Helvepharm AG"|"G"|"21381"|"67850001"|"A"|2022-03-01|"Lenalidomid Zentiva, Kaps 2.5 mg, Blist 21 Stk"|"689.23"|"766"|"Y"|NA|"07.16.10."|"Lenalidomidum"|"42344"|"N"|"7680678500014"|"L04AX04"|"4389"|"Lenalidomid Zentiva Oral"|"N"|NA|NA|NA|NA|2022-11-01|"67850"
"Helvepharm AG"|"G"|"21381"|"67850002"|"A"|2022-03-01|"Lenalidomid Zentiva, Kaps 5 mg, Blist 21 Stk"|"707.76"|"786.15"|"Y"|NA|"07.16.10."|"Lenalidomidum"|"42345"|"N"|"7680678500021"|"L04AX04"|"4389"|"Lenalidomid Zentiva Oral"|"N"|NA|NA|NA|NA|2022-11-01|"67850"
"Helvepharm AG"|"G"|"21381"|"67850003"|"A"|2022-03-01|"Lenalidomid Zentiva, Kaps 7.5 mg, Blist 21 Stk"|"726.28"|"806.3"|"Y"|NA|"07.16.10."|"Lenalidomidum"|"42346"|"N"|"7680678500038"|"L04AX04"|"4389"|"Lenalidomid Zentiva Oral"|"N"|NA|NA|NA|NA|2022-11-01|"67850"
"Helvepharm AG"|"G"|"21381"|"67850004"|"A"|2022-03-01|"Lenalidomid Zentiva, Kaps 10 mg, Blist 21 Stk"|"744.81"|"826.45"|"Y"|NA|"07.16.10."|"Lenalidomidum"|"42347"|"N"|"7680678500045"|"L04AX04"|"4389"|"Lenalidomid Zentiva Oral"|"N"|NA|NA|NA|NA|2022-11-01|"67850"
"Helvepharm AG"|"G"|"21381"|"67850005"|"A"|2022-03-01|"Lenalidomid Zentiva, Kaps 15 mg, Blist 21 Stk"|"782.79"|"867.75"|"Y"|NA|"07.16.10."|"Lenalidomidum"|"42348"|"N"|"7680678500052"|"L04AX04"|"4389"|"Lenalidomid Zentiva Oral"|"N"|NA|NA|NA|NA|2022-11-01|"67850"
"Helvepharm AG"|"G"|"21381"|"67850006"|"A"|2022-03-01|"Lenalidomid Zentiva, Kaps 20 mg, Blist 21 Stk"|"821.96"|"910.35"|"Y"|NA|"07.16.10."|"Lenalidomidum"|"42349"|"N"|"7680678500069"|"L04AX04"|"4389"|"Lenalidomid Zentiva Oral"|"N"|NA|NA|NA|NA|2022-11-01|"67850"
"Helvepharm AG"|"G"|"21381"|"67850007"|"A"|2022-03-01|"Lenalidomid Zentiva, Kaps 25 mg, Blist 21 Stk"|"861.14"|"952.95"|"Y"|NA|"07.16.10."|"Lenalidomidum"|"42350"|"N"|"7680678500076"|"L04AX04"|"4389"|"Lenalidomid Zentiva Oral"|"N"|NA|NA|NA|NA|2022-11-01|"67850"
"Teva Pharma AG"|"G"|"21379"|"67460001"|"A"|2022-02-01|"Lenalidomid-Teva, Kaps 2.5 mg, Blist 21 Stk"|"689.23"|"766"|"Y"|NA|"07.16.10."|"Lenalidomidum"|"42309"|"N"|"7680674600015"|"L04AX04"|"4384"|"Lenalidomid-Teva Oral"|"N"|NA|NA|NA|NA|2022-11-01|"67460"
"Teva Pharma AG"|"G"|"21379"|"67460002"|"A"|2022-02-01|"Lenalidomid-Teva, Kaps 5 mg, Blist 21 Stk"|"707.76"|"786.15"|"Y"|NA|"07.16.10."|"Lenalidomidum"|"42310"|"N"|"7680674600022"|"L04AX04"|"4384"|"Lenalidomid-Teva Oral"|"N"|NA|NA|NA|NA|2022-11-01|"67460"
"Teva Pharma AG"|"G"|"21379"|"67460003"|"A"|2022-02-01|"Lenalidomid-Teva, Kaps 7.5 mg, Blist 21 Stk"|"726.28"|"806.3"|"Y"|NA|"07.16.10."|"Lenalidomidum"|"42311"|"N"|"7680674600039"|"L04AX04"|"4384"|"Lenalidomid-Teva Oral"|"N"|NA|NA|NA|NA|2022-11-01|"67460"
"Teva Pharma AG"|"G"|"21379"|"67460004"|"A"|2022-02-01|"Lenalidomid-Teva, Kaps 10 mg, Blist 21 Stk"|"744.81"|"826.45"|"Y"|NA|"07.16.10."|"Lenalidomidum"|"42312"|"N"|"7680674600046"|"L04AX04"|"4384"|"Lenalidomid-Teva Oral"|"N"|NA|NA|NA|NA|2022-11-01|"67460"
"Teva Pharma AG"|"G"|"21379"|"67460005"|"A"|2022-02-01|"Lenalidomid-Teva, Kaps 15 mg, Blist 21 Stk"|"782.79"|"867.75"|"Y"|NA|"07.16.10."|"Lenalidomidum"|"42313"|"N"|"7680674600053"|"L04AX04"|"4384"|"Lenalidomid-Teva Oral"|"N"|NA|NA|NA|NA|2022-11-01|"67460"
"Teva Pharma AG"|"G"|"21379"|"67460006"|"A"|2022-02-01|"Lenalidomid-Teva, Kaps 20 mg, Blist 21 Stk"|"821.96"|"910.35"|"Y"|NA|"07.16.10."|"Lenalidomidum"|"42314"|"N"|"7680674600060"|"L04AX04"|"4384"|"Lenalidomid-Teva Oral"|"N"|NA|NA|NA|NA|2022-11-01|"67460"
"Teva Pharma AG"|"G"|"21379"|"67460007"|"A"|2022-02-01|"Lenalidomid-Teva, Kaps 25 mg, Blist 21 Stk"|"861.14"|"952.95"|"Y"|NA|"07.16.10."|"Lenalidomidum"|"42315"|"N"|"7680674600077"|"L04AX04"|"4384"|"Lenalidomid-Teva Oral"|"N"|NA|NA|NA|NA|2022-11-01|"67460"
"Eisai Pharma AG"|NA|"20408"|"65512001"|"A"|2015-10-01|"Lenvima, Kaps 4 mg, 30 Stk"|"1482.5"|"1628.7"|"Y"|NA|"07.16.10."|"Lenvatinibum"|"35556"|"N"|"7680655120013"|"L01EX08"|"3552"|"Lenvima Oral"|"N"|NA|NA|NA|NA|2021-03-01|"65512"
"Eisai Pharma AG"|NA|"20408"|"65512002"|"A"|2015-10-01|"Lenvima, Kaps 10 mg, 30 Stk"|"1482.5"|"1628.7"|"Y"|NA|"07.16.10."|"Lenvatinibum"|"35557"|"N"|"7680655120020"|"L01EX08"|"3552"|"Lenvima Oral"|"N"|NA|NA|NA|NA|2021-03-01|"65512"
"Viatris Pharma GmbH"|"O"|"11732"|"37491012"|"A"|1974-03-15|"Leponex, Tabl 25 mg, 50 Stk"|"7.85"|"17.7"|NA|NA|"01.05."|"Clozapinum"|"6297"|"N"|"7680374910124"|"N05AH02"|"1420"|"Leponex Oral"|"N"|NA|NA|NA|NA|2024-12-01|"37491"
"Viatris Pharma GmbH"|"O"|"11732"|"37491039"|"A"|1974-03-15|"Leponex, Tabl 100 mg, 50 Stk"|"21.76"|"39.9"|NA|NA|"01.05."|"Clozapinum"|"6298"|"N"|"7680374910391"|"N05AH02"|"1420"|"Leponex Oral"|"N"|NA|NA|NA|NA|2024-12-01|"37491"
"Novartis Pharma Schweiz AG"|NA|"21292"|"67836001"|"B"|2022-11-01|"Leqvio, Inj Lös 284 mg/1.5 ml, Fertspr 1.5 ml"|"2013.58"|"2206.3"|"Y"|NA|"07.12."|"Inclisiranum"|"42837"|"N"|"7680678360014"|"C10AX16"|"4497"|"Leqvio Parenteral"|"N"|"PM"|"21292.01"|NA|NA|2024-06-01|"67836"
"Novartis Pharma Schweiz AG"|NA|"21292"|"67836002"|"B"|2024-01-01|"Leqvio, Inj Lös 284 mg/1.5ml Fertspr m Nadelschutz, Fertspr 1.5 ml"|"2013.58"|"2206.3"|"Y"|NA|"07.12."|"Inclisiranum"|"43578"|"N"|"7680678360021"|"C10AX16"|"4497"|"Leqvio Parenteral"|"N"|"PM"|"21292.01"|NA|NA|2024-06-01|"67836"
"Axapharm AG"|"G"|"20714"|"66502001"|"B"|2018-01-01|"Lercanidipin Axapharm, Filmtabl 10 mg, Blist 28 Stk"|"6.89"|"16.75"|NA|NA|"02.06.10."|"Lercanidipinum hydrochloridum"|"38464"|"N"|"7680665020013"|"C08CA13"|"3847"|"Lercanidipin Axapharm Oral"|"N"|NA|NA|NA|NA|2023-02-01|"66502"
"Axapharm AG"|"G"|"20714"|"66502002"|"B"|2018-01-01|"Lercanidipin Axapharm, Filmtabl 10 mg, Blist 98 Stk"|"20.12"|"38.3"|NA|NA|"02.06.10."|"Lercanidipinum hydrochloridum"|"38465"|"N"|"7680665020020"|"C08CA13"|"3847"|"Lercanidipin Axapharm Oral"|"N"|NA|NA|NA|NA|2023-02-01|"66502"
"Axapharm AG"|"G"|"20714"|"66502003"|"B"|2018-01-01|"Lercanidipin Axapharm, Filmtabl 20 mg, Blist 28 Stk"|"11.29"|"28.7"|NA|NA|"02.06.10."|"Lercanidipinum hydrochloridum"|"38466"|"N"|"7680665020037"|"C08CA13"|"3847"|"Lercanidipin Axapharm Oral"|"N"|NA|NA|NA|NA|2023-02-01|"66502"
"Axapharm AG"|"G"|"20714"|"66502004"|"B"|2018-01-01|"Lercanidipin Axapharm, Filmtabl 20 mg, Blist 98 Stk"|"33"|"52.3"|NA|NA|"02.06.10."|"Lercanidipinum hydrochloridum"|"38467"|"N"|"7680665020044"|"C08CA13"|"3847"|"Lercanidipin Axapharm Oral"|"N"|NA|NA|NA|NA|2023-02-01|"66502"
"Sandoz Pharmaceuticals AG"|"G"|"20494"|"65634001"|"B"|2016-03-01|"Lercanidipin Sandoz, Filmtabl 10 mg, 28 Stk"|"6.89"|"16.75"|NA|NA|"02.06.10."|"Lercanidipinum hydrochloridum"|"35403"|"N"|"7680656340014"|"C08CA13"|"3590"|"Lercanidipin Sandoz Oral"|"N"|NA|NA|NA|NA|2023-02-01|"65634"
"Sandoz Pharmaceuticals AG"|"G"|"20494"|"65634002"|"B"|2016-03-01|"Lercanidipin Sandoz, Filmtabl 10 mg, 98 Stk"|"20.12"|"38.3"|NA|NA|"02.06.10."|"Lercanidipinum hydrochloridum"|"35404"|"N"|"7680656340021"|"C08CA13"|"3590"|"Lercanidipin Sandoz Oral"|"N"|NA|NA|NA|NA|2023-02-01|"65634"
"Sandoz Pharmaceuticals AG"|"G"|"20494"|"65634003"|"B"|2016-03-01|"Lercanidipin Sandoz, Filmtabl 20 mg, 28 Stk"|"11.29"|"28.7"|NA|NA|"02.06.10."|"Lercanidipinum hydrochloridum"|"35405"|"N"|"7680656340038"|"C08CA13"|"3590"|"Lercanidipin Sandoz Oral"|"N"|NA|NA|NA|NA|2023-02-01|"65634"
"Sandoz Pharmaceuticals AG"|"G"|"20494"|"65634004"|"B"|2016-03-01|"Lercanidipin Sandoz, Filmtabl 20 mg, 98 Stk"|"33"|"52.3"|NA|NA|"02.06.10."|"Lercanidipinum hydrochloridum"|"35406"|"N"|"7680656340045"|"C08CA13"|"3590"|"Lercanidipin Sandoz Oral"|"N"|NA|NA|NA|NA|2023-02-01|"65634"
"Spirig HealthCare AG"|"G"|"20690"|"66239001"|"B"|2017-09-01|"Lercanidipin Spirig HC, Filmtabl 10 mg, 28 Stk"|"6.89"|"16.75"|NA|NA|"02.06.10."|"Lercanidipinum hydrochloridum"|"38185"|"N"|"7680662390010"|"C08CA13"|"3808"|"Lercanidipin Spirig HC Oral"|"N"|NA|NA|NA|NA|2023-02-01|"66239"
"Spirig HealthCare AG"|"G"|"20690"|"66239002"|"B"|2017-09-01|"Lercanidipin Spirig HC, Filmtabl 10 mg, 98 Stk"|"20.12"|"38.3"|NA|NA|"02.06.10."|"Lercanidipinum hydrochloridum"|"38186"|"N"|"7680662390027"|"C08CA13"|"3808"|"Lercanidipin Spirig HC Oral"|"N"|NA|NA|NA|NA|2023-02-01|"66239"
"Spirig HealthCare AG"|"G"|"20690"|"66239003"|"B"|2017-09-01|"Lercanidipin Spirig HC, Filmtabl 20 mg, 28 Stk"|"11.29"|"28.7"|NA|NA|"02.06.10."|"Lercanidipinum hydrochloridum"|"38187"|"N"|"7680662390034"|"C08CA13"|"3808"|"Lercanidipin Spirig HC Oral"|"N"|NA|NA|NA|NA|2023-02-01|"66239"
"Spirig HealthCare AG"|"G"|"20690"|"66239004"|"B"|2017-09-01|"Lercanidipin Spirig HC, Filmtabl 20 mg, 98 Stk"|"33"|"52.3"|NA|NA|"02.06.10."|"Lercanidipinum hydrochloridum"|"38188"|"N"|"7680662390041"|"C08CA13"|"3808"|"Lercanidipin Spirig HC Oral"|"N"|NA|NA|NA|NA|2023-02-01|"66239"
"Helvepharm AG"|"G"|"20584"|"65686009"|"B"|2023-06-01|"Lercanidipin Zentiva, Filmtabl 10 mg, Blist 28 Stk"|"6.89"|"16.75"|NA|NA|"02.06.10."|"Lercanidipinum hydrochloridum"|"43281"|"N"|"7680656860093"|"C08CA13"|"3714"|"Lercanidipin Zentiva Oral"|"N"|NA|NA|NA|NA|2023-06-01|"65686"
"Helvepharm AG"|"G"|"20584"|"65686002"|"B"|2016-12-01|"Lercanidipin Zentiva, Filmtabl 10 mg, 30 Stk"|"7.38"|"17.25"|NA|NA|"02.06.10."|"Lercanidipinum hydrochloridum"|"36230"|"N"|"7680656860024"|"C08CA13"|"3714"|"Lercanidipin Zentiva Oral"|"N"|NA|NA|NA|NA|2023-02-01|"65686"
"Helvepharm AG"|"G"|"20584"|"65686010"|"B"|2023-06-01|"Lercanidipin Zentiva, Filmtabl 10 mg, Blist 98 Stk"|"20.12"|"38.3"|NA|NA|"02.06.10."|"Lercanidipinum hydrochloridum"|"43279"|"N"|"7680656860109"|"C08CA13"|"3714"|"Lercanidipin Zentiva Oral"|"N"|NA|NA|NA|NA|2023-06-01|"65686"
"Helvepharm AG"|"G"|"20584"|"65686004"|"B"|2016-12-01|"Lercanidipin Zentiva, Filmtabl 10 mg, 100 Stk"|"20.53"|"38.75"|NA|NA|"02.06.10."|"Lercanidipinum hydrochloridum"|"36229"|"N"|"7680656860048"|"C08CA13"|"3714"|"Lercanidipin Zentiva Oral"|"N"|NA|NA|NA|NA|2023-02-01|"65686"
"Helvepharm AG"|"G"|"20584"|"65686011"|"B"|2023-06-01|"Lercanidipin Zentiva, Filmtabl 20 mg, Blist 28 Stk"|"11.29"|"28.7"|NA|NA|"02.06.10."|"Lercanidipinum hydrochloridum"|"43282"|"N"|"7680656860116"|"C08CA13"|"3714"|"Lercanidipin Zentiva Oral"|"N"|NA|NA|NA|NA|2023-06-01|"65686"
"Helvepharm AG"|"G"|"20584"|"65686006"|"B"|2016-12-01|"Lercanidipin Zentiva, Filmtabl 20 mg, 30 Stk"|"12.09"|"29.55"|NA|NA|"02.06.10."|"Lercanidipinum hydrochloridum"|"36232"|"N"|"7680656860062"|"C08CA13"|"3714"|"Lercanidipin Zentiva Oral"|"N"|NA|NA|NA|NA|2023-02-01|"65686"
"Helvepharm AG"|"G"|"20584"|"65686012"|"B"|2023-06-01|"Lercanidipin Zentiva, Filmtabl 20 mg, Blist 98 Stk"|"33"|"52.3"|NA|NA|"02.06.10."|"Lercanidipinum hydrochloridum"|"43280"|"N"|"7680656860123"|"C08CA13"|"3714"|"Lercanidipin Zentiva Oral"|"N"|NA|NA|NA|NA|2023-06-01|"65686"
"Helvepharm AG"|"G"|"20584"|"65686008"|"B"|2016-12-01|"Lercanidipin Zentiva, Filmtabl 20 mg, 100 Stk"|"33.66"|"53"|NA|NA|"02.06.10."|"Lercanidipinum hydrochloridum"|"36231"|"N"|"7680656860086"|"C08CA13"|"3714"|"Lercanidipin Zentiva Oral"|"N"|NA|NA|NA|NA|2023-02-01|"65686"
"Mepha Pharma AG"|"G"|"20798"|"65579003"|"B"|2018-10-01|"Lercanidipin-Mepha, Lactab 10 mg, Blist 30 Stk"|"7.38"|"17.25"|NA|NA|"02.06.10."|"Lercanidipinum hydrochloridum"|"39104"|"N"|"7680655790032"|"C08CA13"|"3517"|"Lercanidipin-Mepha Oral"|"N"|NA|NA|NA|NA|2023-02-01|"65579"
"Mepha Pharma AG"|"G"|"20798"|"65579006"|"B"|2018-10-01|"Lercanidipin-Mepha, Lactab 10 mg, Blist 100 Stk"|"20.53"|"38.75"|NA|NA|"02.06.10."|"Lercanidipinum hydrochloridum"|"39103"|"N"|"7680655790063"|"C08CA13"|"3517"|"Lercanidipin-Mepha Oral"|"N"|NA|NA|NA|NA|2023-02-01|"65579"
"Mepha Pharma AG"|"G"|"20798"|"65579007"|"B"|2018-10-01|"Lercanidipin-Mepha, Lactab 20 mg, Blist 30 Stk"|"12.09"|"29.55"|NA|NA|"02.06.10."|"Lercanidipinum hydrochloridum"|"39106"|"N"|"7680655790070"|"C08CA13"|"3517"|"Lercanidipin-Mepha Oral"|"N"|NA|NA|NA|NA|2023-02-01|"65579"
"Mepha Pharma AG"|"G"|"20798"|"65579008"|"B"|2018-10-01|"Lercanidipin-Mepha, Lactab 20 mg, Blist 100 Stk"|"33.66"|"53"|NA|NA|"02.06.10."|"Lercanidipinum hydrochloridum"|"39105"|"N"|"7680655790087"|"C08CA13"|"3517"|"Lercanidipin-Mepha Oral"|"N"|NA|NA|NA|NA|2023-02-01|"65579"
"Devatis AG"|"G"|"20903"|"65923003"|"B"|2019-06-01|"Letrozol Devatis, Filmtabl 2.5 mg, Blist 30 Stk"|"47"|"67.95"|NA|NA|"07.16.20."|"Letrozolum"|"40495"|"N"|"7680659230039"|"L02BG04"|"4005"|"Letrozol Devatis Oral"|"N"|NA|NA|NA|NA|2025-01-01|"65923"
"Devatis AG"|"G"|"20903"|"65923004"|"B"|2019-06-01|"Letrozol Devatis, Filmtabl 2.5 mg, Blist 100 Stk"|"155.92"|"187.3"|NA|NA|"07.16.20."|"Letrozolum"|"40494"|"N"|"7680659230046"|"L02BG04"|"4005"|"Letrozol Devatis Oral"|"N"|NA|NA|NA|NA|2025-01-01|"65923"
"Labatec Pharma SA"|"G"|"20320"|"65164001"|"B"|2015-04-01|"Letrozol Labatec, Filmtabl 2.5 mg, 30 Stk"|"54.88"|"76"|NA|NA|"07.16.20."|"Letrozolum"|"34016"|"N"|"7680651640010"|"L02BG04"|"3476"|"Letrozol Labatec Oral"|"N"|NA|NA|NA|NA|2023-12-01|"65164"
"Labatec Pharma SA"|"G"|"20320"|"65164002"|"B"|2015-04-01|"Letrozol Labatec, Filmtabl 2.5 mg, 100 Stk"|"182.09"|"214.15"|NA|NA|"07.16.20."|"Letrozolum"|"34015"|"N"|"7680651640027"|"L02BG04"|"3476"|"Letrozol Labatec Oral"|"N"|NA|NA|NA|NA|2023-12-01|"65164"
"Sandoz Pharmaceuticals AG"|"G"|"19855"|"62407003"|"B"|2012-03-01|"Letrozol Sandoz, Filmtabl 2.5 mg, 30 Stk"|"54.89"|"76"|NA|NA|"07.16.20."|"Letrozolum"|"37899"|"N"|"7680624070035"|"L02BG04"|"2946"|"Letrozol Sandoz Oral"|"N"|NA|NA|NA|NA|2023-12-01|"62407"
"Sandoz Pharmaceuticals AG"|"G"|"19855"|"62407004"|"B"|2012-03-01|"Letrozol Sandoz, Filmtabl 2.5 mg, 100 Stk"|"182.09"|"214.15"|NA|NA|"07.16.20."|"Letrozolum"|"37898"|"N"|"7680624070042"|"L02BG04"|"2946"|"Letrozol Sandoz Oral"|"N"|NA|NA|NA|NA|2023-12-01|"62407"
"Viatris Pharma GmbH"|"G"|"20866"|"60883005"|"B"|2018-12-01|"Letrozol Viatris, Filmtabl 2.5 mg, Blist 30 Stk"|"49.91"|"70.9"|NA|NA|"07.16.20."|"Letrozolum"|"43703"|"N"|"7680608830051"|"L02BG04"|"3945"|"Letrozol Viatris Oral"|"N"|NA|NA|NA|NA|2018-12-01|"60883"
"Viatris Pharma GmbH"|"G"|"20866"|"60883006"|"B"|2018-12-01|"Letrozol Viatris, Filmtabl 2.5 mg, Blist 100 Stk"|"165.57"|"197.2"|NA|NA|"07.16.20."|"Letrozolum"|"43702"|"N"|"7680608830068"|"L02BG04"|"3945"|"Letrozol Viatris Oral"|"N"|NA|NA|NA|NA|2018-12-01|"60883"
"Helvepharm AG"|"G"|"19835"|"61501003"|"B"|2012-03-01|"Letrozol Zentiva, Filmtabl 2.5 mg, Blist 30 Stk"|"54.89"|"76"|NA|NA|"07.16.20."|"Letrozolum"|"41719"|"N"|NA|"L02BG04"|"2944"|"Letrozol Zentiva Oral"|"N"|NA|NA|NA|NA|2023-12-01|"61501"
