"ZULASSUNGSNUMMER","PRAEPARATENAME","ARZNEIFORM","ATC_CODE","HEILMITTEL_CODE","ZULASSUNGSSTATUS","ZULASSUNGSKATEGORIE","ERSTZULASSUNGSDATUM","BASIS_ZULASSUNGSNUMMER","ABGABEKATEGORIE","IT_NUMMER","ANWENDUNGSGEBIET","ABLAUFDATUM","CHARGENFREIGABE_PFLICHT","EINZELEINFUHR_BEWILLIG_PFLICHT","Praep_Name","anz","ZULASSUNGSINHABERIN"
45187,"Nutraplus, Creme","CREM","D02AE01","S","Z","",1984-01-05,"","D","10.04.0.","Trockene, empfindliche Haut",9999-12-31,"","","nutraplus",2,"Galderma SA"
45188,"Nutraplus, Emulsion zur Anwendung auf der Haut","EMUK","D02AE01","S","Z","",1984-01-05,"","D","10.04.0.","Trockene, empfindliche Haut",9999-12-31,"","","nutraplus",2,"Galderma SA"
46935,"Excipial Balmandol, Badeöl","BAD","D11AX","S","Z","",1985-06-26,"","D","10.10.0.","Trockene Haut",9999-12-31,"","","excipial balmandol",NA,"Galderma SA"
49620,"Excipial U Lipolotio, Emulsion zur Anwendung auf der Haut","EMUK","D02AE01","S","Z","",1988-11-03,"","D","10.10.0.","Pflege empfindlicher trockener Haut, Intervall- und Nachbehandlung von Dermatosen",9999-12-31,"","","excipial u lipolotio",NA,"Galderma SA"
51281,"Loceryl, wirkstoffhaltiger Nagellack","NAGL","D01AE16","S","Z","",1991-12-18,"","B","10.09.4.","Nagelmykosen",9999-12-31,"","","loceryl",NA,"Galderma SA"
42428,"Excipial U Hydrolotio, Emulsion zur Anwendung auf der Haut","EMUK","D02AE01","S","Z","",1979-12-17,"","D","10.10.0.","Pflege empfindlicher trockener Haut, Intervall- und Nachbehandlung von Dermatosen",9999-12-31,"","","excipial u hydrolotio",NA,"Galderma SA"
40841,"Excipial Kerasal, Salbe","SALB","D02A","S","Z","",1977-08-24,"","D","10.07.0.","Hyperkeratotische Hautveränderungen",9999-12-31,"","","excipial kerasal",NA,"Galderma SA"
39608,"Excipial, Mandelölsalbe","SALB","D02AC","S","Z","",1976-11-17,"","D","10.10.0.","Intervall- und Nachbehandlung von Dermatosen, Schutz und Pflege von trockener Haut",9999-12-31,"","","excipial",2,"Galderma SA"
41708,"Excipial, Fettcrème","CREM","D02AC","S","Z","",1978-11-14,"","D","10.10.0.","Intervall- und Nachbehandlung von Dermatosen, Schutz und Pflege trockener Haut",9999-12-31,"","","excipial",2,"Galderma SA"
52619,"Silkis, Salbe","SALB","D05AX03","S","Z","",1995-04-27,"","B","10.03.0.","Psoriasis",9999-12-31,"","","silkis",NA,"Galderma SA"
54731,"Differin, Crème","CREM","D10AD03","S","Z","",1999-12-15,"","B","10.02.0.","Akne vulgaris",9999-12-31,"","","differin",2,"Galderma SA"
52867,"Differin, Gel","GELK","D10AD03","S","Z","",1995-08-08,"","B","10.02.0.","Akne vulgaris",9999-12-31,"","","differin",2,"Galderma SA"
56134,"Metvix, Crème","CREM","L01XD03","S","Z","",2003-11-05,"","B","07.16.4.","Aktinische Keratose und oberflächliches Basaliom",9999-12-31,"","","metvix",NA,"Galderma SA"
56853,"Tetralysal, Kapseln","KAHA","J01AA04","S","Z","",2005-08-12,"","A","08.01.5.","Acne vulgaris",9999-12-31,"","","tetralysal",NA,"Galderma SA"
57240,"Clobex, Emulsion","EMUK","D07AD01","S","Z","",2006-07-04,"","B","10.05.1.","entzündliche, nicht infizierte Dermatosen",9999-12-31,"","","clobex",2,"Galderma SA"
57650,"Clobex, Shampoo","SHAM","D07AD01","S","Z","",2007-09-13,"","B","10.05.1.","Psoriasis und hartnäckige Ekzeme der Kopfhaut",9999-12-31,"","","clobex",2,"Galderma SA"
58460,"Epiduo, Gel","GELK","D10AD53","S","Z","",2009-05-19,"","B","10.02.0.","Akne vulgaris",9999-12-31,"","","epiduo",NA,"Galderma SA"
61686,"Oracea, Hartkapseln mit veränderter Wirkstofffreisetzung","KAHA","J01AA02","S","Z","",2012-03-15,"","A","08.01.5.","Rosazea",9999-12-31,"","","oracea",NA,"Galderma SA"
62065,"Curanel, Nagellack","NAGL","D01AE16","S","Z","",2011-04-08,"","D","10.09.4.","Nagelmykosen",9999-12-31,"","","curanel",NA,"Galderma SA"
62314,"Clobex Hautspray, Lösung","LSKU","D07AD01","S","Z","",2012-07-13,"","B","10.05.1.","Topische Behandlung mittelschwerer bis schwerer Plaque-Psoriasis bei Erwachsenen",9999-12-31,"","","clobex hautspray",NA,"Galderma SA"
62526,"Pliaglis, Creme","CREM","N01BB52","S","Z","",2013-11-18,"","B","01.02.2.","Anästhesie der Haut",9999-12-31,"","","pliaglis",NA,"Medius AG"
65180,"Mirvaso, Gel","GELK","D11AX21","S","Z","",2014-11-21,"","B","10.99.0.","Symptomatische Behandlung des Gesichtserythems bei Rosazea",9999-12-31,"","","mirvaso",NA,"Galderma SA"
65561,"Soolantra, Crème","CREM","D11AX22","S","Z","",2016-12-20,"","B","10.99.0.","Kutane Behandlung entzündlicher Läsionen bei Rosazea bei Erwachsenen",9999-12-31,"","","soolantra",NA,"Galderma SA"
67632,"Aklief, Crème","CREM","D10AD06","S","Z","",2020-12-16,"","B","10.02.0.","topische Behandlung mittelschwerer Akne",2025-12-15,"","","aklief",NA,"Galderma SA"
62960,"Escitalopram Zentiva, Filmtabletten","FILM","N06AB10","S","Z","",2013-11-28,"","B","01.06.0.","Selektiver Serotonin-Wiederaufnahmehemmer",9999-12-31,"","","escitalopram zentiva",NA,"Helvepharm AG"
62917,"Rivastigmin Zentiva Patch, transdermales Pflaster","TRAP","N06DA03","S","Z","",2014-03-27,"","B","01.99.0.","Demenz vom Alzheimer-Typ",9999-12-31,"","","rivastigmin zentiva patch",NA,"Helvepharm AG"
19035,"Decalcit, Pulver","PULOR","A12AX","S","Z","",1953-10-01,"","D","07.02.51","Calcium- und Vitamin D-Präparat",9999-12-31,"","","decalcit",2,"Geistlich Pharma AG"
12337,"Decalcit, Kautabletten","KAUT","A12AX","S","Z","",1945-10-15,"","D","07.02.51","Calcium- und Vitamin D-Präparat",9999-12-31,"","","decalcit",2,"Geistlich Pharma AG"
43668,"Taurolin 2 %, Lösung zur intraperitonealen Anwendung","LSIPA","B05CA05","S","Z","",1981-10-12,"","B","08.01.9.","Infektiöse Peritonitis, Pleura-Empyem",9999-12-31,"","","taurolin 2 %",NA,"Geistlich Pharma AG"
10751,"Ichtholan Zugsalbe, Salbe","SALB","D05AA","S","Z","",1941-06-18,"","D","10.08.0.","Entzündliche Hautleiden",9999-12-31,"","","ichtholan zugsalbe",NA,"Merz Pharma (Schweiz) AG"
16105,"Hirudoid, Creme","CREM","C05BA01","S","Z","",1951-09-01,"","D","02.08.2.","Venenmittel für den äusserlichen Gebrauch",9999-12-31,"","","hirudoid",2,"Medinova AG"
61470,"Swidro Nieren- und Blasendragées","FILM","G04BX","P","Z","C",2010-07-22,"54024","D","05.02.0.","Bei Reizungen der Harnwege",9999-12-31,"","","swidro nieren- und blasendragées",NA,"Hänseler AG"
65980,"Hänseler Menopause, Filmtabletten","FILM","G02CX04","P","Z","",2015-10-13,"","D","09.","Traditionelles pflanzliches Arzneimittel zur Linderung klimakterischer Beschwerden wie Hitzewallungen, nächtliches Schwitzen und leichte Verstimmungszustände",9999-12-31,"","","hänseler menopause",NA,"Hänseler AG"
66526,"Hänseler Achillea, Filmtabletten","FILM","G02CX","P","Z","",2019-11-18,"","D","09.99.0.","Traditionsgemäss zur symptomatischen Behandlung leichter Krämpfe während der Menstruation.",9999-12-31,"","","hänseler achillea",NA,"Hänseler AG"
55746,"Acidum Folicum Hänseler 5 mg, Tabletten","TAB","B03BB01","S","Z","C",2000-11-10,"36752","B","06.07.3.","Durch Folsäure-Mangel verursachte megaloblastische Anämien",9999-12-31,"","","acidum folicum hänseler 5 mg",NA,"Hänseler AG"
34921,"Furadantin retard, capsules","RETH","J01XE01","S","Z","",1969-08-06,"","B","08.01.9.","",9999-12-31,"","","furadantin retard",NA,"OM Pharma Suisse SA"
36360,"KCl Retard Hausmann, Retardtabletten","RETT","A12BA01","S","Z","",1971-05-19,"","B","07.02.1.","Kaliumpräparat",9999-12-31,"","","kcl retard hausmann",NA,"Doetsch Grether AG"
38061,"Lithiofor, comprimés à liberation prolongée","RETT","N05AN01","S","Z","",1973-08-17,"","A","01.06.0.","",9999-12-31,"","","lithiofor",NA,"OM Pharma Suisse SA"
45351,"Utrogestan, Kapseln","KAPS","G03DA04","S","Z","",1983-06-02,"","B","07.08.3.","Menstruationsstörungen, prämestruelles Syndrom; als Ergänzung einer Östrogen-Substitutionstherapie",9999-12-31,"","","utrogestan",NA,"Vifor (International) Inc."
46144,"Mg 5-Longoral, comprimés à croquer","KAUT","A12CC05","S","Z","",1984-09-18,"","D","07.02.1.","",9999-12-31,"","","mg 5-longoral",NA,"OM Pharma Suisse SA"
46559,"Trittico, comprimés","TAB","N06AX05","S","Z","",1985-04-01,"","B","01.06.0.","",9999-12-31,"","","trittico",NA,"OM Pharma Suisse SA"
46638,"Oestrogel, Gel","GELK","G03CA03","S","Z","",1986-12-19,"","B","07.08.2.","Oestrogensubstitution bei Wechseljahr-Beschwerden",9999-12-31,"","","oestrogel",NA,"Vifor (International) Inc."
46768,"Mg 5-Sulfat, solution injectable","LSPA","A12CC02","S","Z","",1985-07-05,"","B","07.02.1.","",9999-12-31,"","","mg 5-sulfat",NA,"OM Pharma Suisse SA"
47600,"Mg 5-Granoral, granulé buvable","GRAL","A12CC05","S","Z","",1986-08-12,"","D","07.02.1.","",9999-12-31,"","","mg 5-granoral",NA,"OM Pharma Suisse SA"
48587,"Mucofor, granulés pour sirop","GRASI","R05CB15","S","Z","",1994-06-17,"","B","03.02.0.","",9999-12-31,"","","mucofor",3,"OM Pharma Suisse SA"
48589,"Mucofor, capsules","KAHA","R05CB15","S","Z","",1994-06-17,"","B","03.02.0.","",9999-12-31,"","","mucofor",3,"OM Pharma Suisse SA"
48590,"Mucofor, sachets","PULO","R05CB15","S","Z","",1994-06-17,"","B","03.02.0.","",9999-12-31,"","","mucofor",3,"OM Pharma Suisse SA"
48989,"Aulin, Granulat","GRAL","M01AX17","S","Z","",1991-11-27,"","B","07.10.1.","Antiphlogistikum, Analgetikum",9999-12-31,"","","aulin",2,"Medius AG"
48991,"Aulin, Tabletten","TAB","M01AX17","S","Z","",1991-11-27,"","B","07.10.1.","Antiphlogistikum, Analgetikum",9999-12-31,"","","aulin",2,"Medius AG"
43319,"Colosan mite, granulé","GRAO","A06AC03","P","Z","",1980-06-30,"","D","04.08.13","",9999-12-31,"","","colosan mite",NA,"OM Pharma Suisse SA"
39699,"Progestogel, Transdermales Gel","TRDG","G03DA04","S","Z","",1980-12-10,"","B","07.08.3.","Mastodynie",9999-12-31,"","","progestogel",NA,"Vifor (International) Inc."
39961,"Virexen, Lösung zur Anwendung auf der Haut","LSKU","D06BB01","S","Z","",1980-07-16,"","A","10.09.3.","Herpesinfektionen",9999-12-31,"","","virexen",NA,"Vifor (International) Inc."
42127,"Anxiolit, comprimés","TAB","N05BA04","S","Z","",1979-06-11,"","B","01.04.1.","",9999-12-31,"","","anxiolit",NA,"OM Pharma Suisse SA"
36120,"Hirudoid, Gel","GELK","C05BA01","S","Z","",1971-05-03,"","D","02.08.2.","Venenmittel für den äusserlichen Gebrauch",9999-12-31,"","","hirudoid",2,"Medinova AG"
36736,"Benocten, Tabletten","TAB","R06AA02","S","Z","",1971-11-05,"","B","01.03.1.","Schlafmittel",9999-12-31,"","","benocten",2,"Medinova AG"
37090,"Mobilat Intense, Salbe","SALB","M02AC","S","Z","",1973-05-04,"","D","07.10.4.","Kutanes Antirheumaticum",9999-12-31,"","","mobilat intense",NA,"Medinova AG"
38868,"Nystalocal, Crème","CREM","D07XB05","S","Z","",1977-04-21,"","B","10.05.2.","Sekundär durch Pilze infizierte Dermatosen",9999-12-31,"","","nystalocal",NA,"Medinova AG"
39324,"Hirudoid forte, Creme","CREM","C05BA01","S","Z","",1976-03-24,"","D","02.08.2.","Venenmittel für den äusserlichen Gebrauch",9999-12-31,"","","hirudoid forte",2,"Medinova AG"
40550,"Hirudoid forte, Gel","GELK","C05BA01","S","Z","",1977-12-08,"","D","02.08.2.","Venenmittel für den äusserlichen Gebrauch",9999-12-31,"","","hirudoid forte",2,"Medinova AG"
27335,"Mobilat, Salbe","SALB","M02AC","S","Z","",1961-10-16,"","D","07.10.4.","Kutanes Antiphlogistikum",9999-12-31,"","","mobilat",NA,"Medinova AG"
30003,"Anginova, Lutschtabletten","LUTT","R02AA02","S","Z","",1965-12-21,"","D","12.03.3.","Entzündungen des Mund- und Rachenraumes",9999-12-31,"","","anginova",NA,"Medinova AG"
33005,"Aknichthol, Suspension","SUKU","D10AX30","S","Z","",1967-09-11,"","D","10.02.0.","Akne vulgaris",9999-12-31,"","","aknichthol",NA,"Merz Pharma (Schweiz) AG"
21191,"Diamox, comprimés","TAB","S01EC01","S","Z","",1955-08-24,"","B","11.09.0.","",9999-12-31,"","","diamox",NA,"OM Pharma Suisse SA"
21278,"Kalium Hausmann, Brausetabletten","BRAT","A12BA30","S","Z","",1955-02-22,"","B","07.02.1.","Kaliumpräparat",9999-12-31,"","","kalium hausmann",NA,"Doetsch Grether AG"
22002,"Diamox i.v., préparation injectable","PULPA","S01EC01","S","Z","",1955-12-24,"","B","11.09.0.","",9999-12-31,"","","diamox i.v.",2,"OM Pharma Suisse SA"
41925,"Benocten, Tropfen zum Einnehmen, Lösung","TROL","R06AA02","S","Z","",1980-07-07,"","B","01.03.1.","Schlafmittel",9999-12-31,"","","benocten",2,"Medinova AG"
46429,"Elmetacin, Lösung","SPKL","M02AA23","S","Z","",1985-06-04,"","D","07.10.4.","Kutanes Antirheumatikum",9999-12-31,"","","elmetacin",NA,"Medinova AG"
47358,"Gynoflor, Vaginaltabletten","VAGT","G03CC06","BH","Z","",1986-12-18,"","B","09.03.0.","Vaginaltherapeutikum",9999-12-31,"","","gynoflor",NA,"Medinova AG"
52532,"ZinCream Medinova, Cremepaste","PASK","D02AB","S","Z","",1997-11-06,"","D","10.06.0.","Windeldermatitis, Intertrigo, kleinere Wunden",9999-12-31,"","","zincream medinova",NA,"Medinova AG"
53442,"Donaflor, Vaginaltabletten","VAGT","G03CC06","BH","Z","C",1998-10-12,"47358","B","09.03.0.","Vaginaltherapeutikum",9999-12-31,"","","donaflor",NA,"Medinova AG"
55919,"Fluomizin, Vaginaltabletten","VAGT","G01AC05","S","Z","",2002-03-13,"","B","09.03.0.","Vaginales Antiinfektivum / Antisepticum",9999-12-31,"","","fluomizin",NA,"Medinova AG"
62827,"Cystinol, überzogene Tabletten","UEBT","G04BX","P","Z","",2014-04-04,"","D","05.02.0.","traditionell bei leichten Entzündungen der unteren Harnwege von Frauen",9999-12-31,"","","cystinol",NA,"Medinova AG"
668,"Gamunex 10%, solution pour injection intraveineuse","LSPA","J06BA02","BL","Z","",2005-10-26,"","B","08.09.","Immunmodulation bei idiopathischer thrombozytopenischer Purpura (ITP), Immunmodulation bei Kawasaki-Syndrom, allogene Knochenmarktransplantation, Substitutionstherapie bei primären Immunmangelkrankheiten, Substitutionstherapie bei Myelom oder chronisch-lymphatischer Leukämie mit schwerer sekundärer Hypogammaglobulinämie und rezidivierenden Infektionen, Immunmodulation bei Guillain-Barré Syndrom (GBS), Substitutionstherapie bei Kindern mit kongenitalem AIDS und rezidivierenden Infektionen",9999-12-31,"X","X","gamunex 10%",NA,"OM Pharma Suisse SA"
684,"Mutaflor, capsules","KAPS","A07FA","BH","Z","",2005-02-17,"","B","04.09.0.","",9999-12-31,"","","mutaflor",NA,"OM Pharma Suisse SA"
697,"Prolastin, poudre et solvant pour solution pour perfusion","LSPA","B02AB02","BL","Z","",2006-01-19,"","B","06.01.1.","Dauersubstitution bei Alpha-1-Proteinaseninhibitormangel mit progredientem Lungenemphysem bei Patienten mit Proteinaseninhibitor-Phänotyp (Z,Z), (Z,Null), (Null,Null) oder (S,Z)",9999-12-31,"X","X","prolastin",NA,"OM Pharma Suisse SA"
49890,"Mg 5-Oraleff, comprimés effervescents","BRAT","A12CC05","S","Z","",1990-06-12,"","D","07.02.1.","",9999-12-31,"","","mg 5-oraleff",NA,"OM Pharma Suisse SA"
54512,"Olbas, Creme","CREM","R05X","P","Z","",1998-08-31,"","D","03.06.0.","Einreibemittel bei Erkältungen",9999-12-31,"","","olbas",NA,"Hänseler AG"
54941,"Schweden-Mixtur H, Flüssigkeit zum Einnehmen","FLUO","A06AB20","P","Z","",2000-11-17,"","B/D","04.08.14","Bei gelegentlicher Verstopfung",9999-12-31,"","","schweden-mixtur h",NA,"Hänseler AG"
40985,"PO-HO-Oel blau, Flüssigkeit zur Anwendung auf der Haut","FLUK","R05X","S","Z","",1978-05-11,"","D","12.02.4.","Bei Kopf- und Muskelschmerzen sowie bei Husten und Schnupfen",9999-12-31,"","","po-ho-oel blau",NA,"Hänseler AG"
25385,"Gly-Coramin, Lutschtabletten","LUTT","R07AB52","S","Z","",1959-06-10,"","D","01.10.3.","Tonikum",9999-12-31,"","","gly-coramin",NA,"Hänseler AG"
14314,"Crataegus Synpha, Tropfen zum Einnehmen","TROF","C01EB04","P","Z","",1948-08-14,"","D","02.98.0.","Bei nervösen Herzbeschwerden",9999-12-31,"","","crataegus synpha",NA,"Hänseler AG"
16710,"Hamamelis Salbe Haas, Salbe","SALB","D03AX","P","Z","",1951-08-17,"","D","10.06.0.","Bei kleineren Hautverletzungen",9999-12-31,"","","hamamelis salbe haas",NA,"Hänseler AG"
53969,"Olbas Oel, flüssig","FLUK","R05X","P","Z","",1996-08-23,"","D","03.06.0.","Einreibe- und Inhalationsmittel bei Erkältungen",9999-12-31,"","","olbas oel",NA,"Hänseler AG"
54022,"Bronchialpastillen S, Pastillen","PAST","R05CA10","P","Z","",1997-11-27,"","E","03.02.0.","Bei Erkältungshusten",9999-12-31,"","","bronchialpastillen s",NA,"Hänseler AG"
54024,"Nieren- und Blasendragées S, Filmtabletten","FILM","G04BX","P","Z","",1998-01-30,"","D","05.02.0.","Bei Reizungen der Harnwege",9999-12-31,"","","nieren- und blasendragées s",NA,"Hänseler AG"
43770,"Kelosoft, Crème","CREM","D03AX","P","Z","",1981-06-24,"","D","10.99.0.","Bei wulstigen Narben",9999-12-31,"","","kelosoft",NA,"Hänseler AG"
67440,"Methylthioniniumchlorid Proveblue 5 mg/ml, Injektionslösung","LSPA","V03AB17","AD","Z","",2020-09-03,"","B","15.01.0.","Antidot bei Methämoglobinämie",9999-12-31,"","","methylthioniniumchlorid proveblue 5 mg/ml",NA,"Grosse Apotheke Dr. G. Bichsel AG"
29800,"Natrium chloratum Bichsel 0,9 %, Infusionslösung","LSPA","B05BB01","S","Z","",1963-06-03,"","B","05.03.2.","Elektrolyttherapie",9999-12-31,"","","natrium chloratum bichsel 0",NA,"Laboratorium Dr. G. Bichsel AG"
29801,"Natriumchlorid + Glukose Bichsel, Infusionslösung","LSPA","B05BB02","S","Z","",1963-06-03,"","B","05.03.3.","Flüssigkeits-, Elektrolyt- und Kohlenhydrate-Zufuhr",2025-04-15,"","","natriumchlorid + glukose bichsel",NA,"Laboratorium Dr. G. Bichsel AG"
67024,"Vardenafil Rivopharm, compresse","TAB","G04BE09","S","Z","",2019-06-05,"","B","05.99.0.","",9999-12-31,"","","vardenafil rivopharm",NA,"Rivopharm SA"
32920,"Glucosum ""Bichsel"", Injektions-, Infusionslösung","LSIN","B05BA03","S","Z","",1966-10-04,"","B","05.03.1.","Glucose-Therapie",9999-12-31,"","","glucosum ""bichsel""",NA,"Laboratorium Dr. G. Bichsel AG"
62659,"Moxifloxacine Rivopharm, compresse rivestite con film","FILM","J01MA14","S","Z","",2014-06-05,"","A","08.01.8.","",9999-12-31,"","","moxifloxacine rivopharm",NA,"Rivopharm SA"
61234,"Repaglinide Rivopharm, compresse","TAB","A10BX02","S","Z","",2011-05-24,"","B","07.06.2.","",9999-12-31,"","","repaglinide rivopharm",NA,"Rivopharm SA"
56296,"Amiodarone Rivopharm, compresse","TAB","C01BD01","S","Z","",2009-08-04,"","B","02.02.0.","",9999-12-31,"","","amiodarone rivopharm",NA,"Rivopharm SA"
56397,"Rivocor, compressa rivestita con film","FILM","C07AB07","S","Z","",2003-10-20,"","B","02.03.0.","",9999-12-31,"","","rivocor",NA,"Rivopharm SA"
59999,"Amisulpride Rivopharm, compresse","TAB","N05AL05","S","Z","",2010-06-22,"","B","01.05.0.","",9999-12-31,"","","amisulpride rivopharm",2,"Rivopharm SA"
60021,"Amisulpride Rivopharm, compresse rivestite con film","FILM","N05AL05","S","Z","",2010-06-22,"","B","01.05.0.","",9999-12-31,"","","amisulpride rivopharm",2,"Rivopharm SA"
60431,"Nicorandil, compresse","TAB","C01DX16","S","Z","",2010-07-20,"","B","02.04.4.","",9999-12-31,"","","nicorandil",NA,"Rivopharm SA"
60512,"Ropinirole Rivopharm, compresse rivestite con film","FILM","N04BC04","S","Z","",2011-01-13,"","B","01.08.0.","",9999-12-31,"","","ropinirole rivopharm",NA,"Rivopharm SA"
62036,"Levetiracetam Rivopharm, compresse rivestite con film","FILM","N03AX14","S","Z","",2012-03-21,"","B","01.07.1.","Antiepileptikum",9999-12-31,"","","levetiracetam rivopharm",NA,"Rivopharm SA"
50974,"Calcium-Acetat-Phosphatbinder Bichsel, Kapseln","KAPS","V03AE07","S","Z","",1992-10-23,"","B","07.99.0.","Renal bedingte Hyperphosphataemie",9999-12-31,"","","calcium-acetat-phosphatbinder bichsel",NA,"Laboratorium Dr. G. Bichsel AG"
52107,"Aqua ad iniectabilia ""Bichsel"", sterile Lösung","LSMP","V07AB","S","Z","",1994-04-18,"","B","05.03.4.","Trägerlösung für Arzneimittel",9999-12-31,"","","aqua ad iniectabilia ""bichsel""",NA,"Laboratorium Dr. G. Bichsel AG"
53570,"Lidocain HCl Bichsel, Injektionslösung","LSINJ","N01BB02","S","Z","",1998-11-30,"","B","01.02.2.","Lokalanästheticum",9999-12-31,"","","lidocain hcl bichsel",NA,"Laboratorium Dr. G. Bichsel AG"
56332,"Heparin Bichsel, Injektionslösung","LSPA","B01AB01","BT","Z","",2004-05-11,"","B","06.03.3.","Katheter-Spülung",9999-12-31,"","","heparin bichsel",2,"Laboratorium Dr. G. Bichsel AG"
56394,"Magnesiumsulfat Bichsel, Injektionslösung","LSINJ","B05XA05","S","Z","",2009-11-19,"","B","07.02.1.","Magnesiumpräparat",9999-12-31,"","","magnesiumsulfat bichsel",NA,"Laboratorium Dr. G. Bichsel AG"
56471,"Kaliumchlorid Bichsel, Konzentrat zur Herstellung einer Infusionlösung","KOINF","B05XA01","S","Z","",2008-04-30,"","B","05.03.2.","Hypokaliämie",9999-12-31,"","","kaliumchlorid bichsel",NA,"Laboratorium Dr. G. Bichsel AG"
56472,"Adrenalin Bichsel, Injektionslösung","LSINJ","C01CA24","S","Z","",2009-07-01,"","B","02.05.2.","Sympathomimetikum",9999-12-31,"","","adrenalin bichsel",NA,"Laboratorium Dr. G. Bichsel AG"
56474,"Natriumchlorid + Glucose hyperton Bichsel 1:4, Infusionslösung","LSPA","B05BB02","S","Z","",2009-10-01,"","B","05.03.3.","Hypertone Infusionslösung",9999-12-31,"","","natriumchlorid + glucose hyperton bichsel 1:4",NA,"Laboratorium Dr. G. Bichsel AG"
56476,"Ephedrin HCI Bichsel, Injektionslösung","LSINJ","C01CA26","S","Z","",2009-08-31,"","B","02.05.2.","Hypotonie; als Zusatzbehandlung bei Bronchospasmus",9999-12-31,"","","ephedrin hci bichsel",NA,"Laboratorium Dr. G. Bichsel AG"
63180,"Phoscap, Kapseln","KAPS","A12CX","S","Z","",2015-06-29,"","B","07.02.1.","Phosphatzufuhr",9999-12-31,"","","phoscap",NA,"Laboratorium Dr. G. Bichsel AG"
66508,"Phenylephrin HCl Bichsel, Injektions-/Infusionslösung","LSIN","C01CA06","S","Z","",2017-12-22,"","B","02.05.2.","Sympathomimetikum",9999-12-31,"","","phenylephrin hcl bichsel",NA,"Laboratorium Dr. G. Bichsel AG"
